Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Singapore,2005,Developed,82,69,0,1.49,2356.731479,96,33,3.2,0,96,3.74,96,0.1,29869.85398,,2.1,2,0.821,12.6
Singapore,2004,Developed,79.7,71,0,1.45,204.2481892,94,96,29.9,0,95,3.17,95,0.1,2745.27136,,2.1,2,0.82,12.7
Singapore,2003,Developed,79.3,73,0,1.43,2263.068326,95,33,29.6,0,96,3.63,96,0.1,23573.6284,,2.1,2,0.819,12.7
Singapore,2002,Developed,79,74,0,2.16,142.0989818,95,211,29.2,0,94,2.84,94,0.1,2216.83279,,2.1,2,0.818,12.6
Singapore,2001,Developed,78.7,76,0,2.08,1003.366877,95,408,28.9,0,95,2.37,96,0.1,21577.7823,,2.1,2,0.82,12.7
Singapore,2000,Developed,78.3,78,0,2.03,1855.828806,97,141,28.5,0,98,2.71,98,0.1,23792.677,,2.1,2,0.81,12.5
Syrian Arab Republic,2015,Developing,64.5,293,6,,0,41,45,57.1,8,5,,41,0.1,,18734987,6.3,6.1,0.553,9
Syrian Arab Republic,2014,Developing,64.4,294,7,0.01,0,47,594,56.2,8,52,3.25,43,0.1,,19239,6.3,6.1,0.575,9
Syrian Arab Republic,2013,Developing,63.6,37,7,0.01,0,71,740,55.2,9,5,3.25,41,0.1,,1989141,6.3,6.1,0.635,13
Syrian Arab Republic,2012,Developing,62.8,32,7,0.01,0,43,13,54.2,9,47,3.25,45,0.1,,24271,6.3,6.1,0.645,12.5
Syrian Arab Republic,2011,Developing,71.7,163,7,0.76,0,66,13,53.2,8,6,3.23,72,0.1,,2863993,6.3,6.1,0.646,12
Syrian Arab Republic,2010,Developing,73.7,127,7,0.78,0,84,26,52.3,9,83,3.28,8,0.1,,2118834,6.4,6.1,0.65,11.7
Syrian Arab Republic,2009,Developing,73.8,124,7,0.81,0,84,22,51.3,9,83,3.55,8,0.1,,2824893,6.4,6.2,0.648,11.8
Syrian Arab Republic,2008,Developing,73.8,122,8,0.8,0,83,19,5.4,9,83,3.4,79,0.1,,2325443,6.4,6.2,0.651,11.6
Syrian Arab Republic,2007,Developing,73.8,121,8,0.83,17.98136184,83,403,49.4,9,83,3.72,8,0.1,258.3529,1963286,6.4,6.2,0.644,11.5
Syrian Arab Republic,2006,Developing,73.7,123,8,0.97,122.6523334,83,517,48.5,10,83,3.78,8,0.1,1762.24617,18914977,6.4,6.3,0.636,11.4
Syrian Arab Republic,2005,Developing,73.5,127,9,0.92,116.2585943,83,375,47.6,10,83,4.11,8,0.1,1577.457182,18294611,6.5,6.3,0.624,11
Syrian Arab Republic,2004,Developing,73.2,131,9,0.93,10.21129783,82,189,46.8,10,84,4.48,81,0.1,148.852738,1786638,6.5,6.3,0.61,10.6
Syrian Arab Republic,2003,Developing,73,134,9,1.29,94.75639211,81,801,46,11,85,5.12,83,0.1,1253.39143,17415266,6.6,6.4,0.599,10.3
Syrian Arab Republic,2002,Developing,72.8,135,9,1.25,91.70356833,8,538,45.3,11,86,4.94,84,0.1,1263.13455,178791,6.6,6.5,0.596,10.2
Syrian Arab Republic,2001,Developing,72.7,135,10,1.29,93.50075111,8,290,44.6,11,83,4.92,82,0.1,1258.421953,16766899,6.7,6.5,0.589,10.1
Syrian Arab Republic,2000,Developing,72.6,136,10,1.41,81.7274712,79,146,43.9,12,86,4.92,84,0.1,1177.629268,1641848,6.8,6.6,0.588,10
Tajikistan,2015,Developing,69.7,161,10,,0,96,3,4.7,11,96,,96,0.2,918.6771543,8548651,3.6,3.7,0.625,11.3
Tajikistan,2014,Developing,69.6,162,10,0.01,7.829008596,97,0,39.9,11,94,6.88,97,0.2,114.45919,8362745,3.6,3.7,0.622,11.3
Tajikistan,2013,Developing,69.3,163,10,0.01,1.0419164,96,1,39,11,97,6.75,96,0.2,14.214412,817789,3.6,3.7,0.617,11.2
Tajikistan,2012,Developing,68.8,164,10,0.01,71.50892145,94,16,38.2,12,96,6.39,94,0.2,954.725253,799562,3.6,3.7,0.613,11.1
Tajikistan,2011,Developing,68.1,166,10,0.32,51.9919227,96,1,37.4,12,97,5.98,96,0.2,834.5412953,7815949,3.7,3.7,0.608,11.1
Tajikistan,2010,Developing,67.3,171,10,0.32,43.34099958,93,0,36.6,12,95,6.4,93,0.2,738.3475227,764163,3.7,3.8,0.603,11.1
Tajikistan,2009,Developing,66.7,174,10,0.3,35.71613793,93,0,35.9,12,93,5.93,93,0.2,666.3458569,7472819,3.7,3.8,0.601,11.1
Tajikistan,2008,Developing,66.4,178,10,0.32,4.153362912,86,0,35.3,12,87,5.58,86,0.3,76.914128,739728,3.8,3.8,0.592,10.8
Tajikistan,2007,Developing,66.1,181,10,0.35,2.272404904,84,2,34.7,12,85,5.35,86,0.3,52.35956,7152385,3.8,3.8,0.586,10.9
Tajikistan,2006,Developing,65.9,183,10,0.38,2.626234903,88,3,34.1,12,76,5.7,83,0.3,44.2872665,7557,3.8,3.9,0.579,10.7
Tajikistan,2005,Developing,65.5,194,10,0.37,19.83672308,81,0,33.5,12,79,5.89,84,0.3,337.359236,6854176,3.8,3.9,0.572,10.6
Tajikistan,2004,Developing,65.9,177,11,0.38,2.093721752,81,4,33,13,82,5.7,86,0.3,39.281834,6712841,3.9,3.9,0.563,10.5
Tajikistan,2003,Developing,65.2,182,11,0.36,13.25723997,58,2144,32.5,14,82,4.46,85,0.3,236.314438,6576877,4,4,0.553,10.1
Tajikistan,2002,Developing,64.3,193,12,0.6,10.68147485,39,927,32.1,15,84,4.48,85,0.3,189.3878519,6447688,4,4,0.543,9.8
Tajikistan,2001,Developing,64,194,13,0.86,1.142003812,,38,31.6,16,84,4.59,85,0.3,17.8159721,6327125,4.1,4.1,0.535,9.7
Tajikistan,2000,Developing,63.7,198,14,0.37,8.943006492,,192,31.3,17,86,4.64,83,0.3,138.436633,621625,4.2,4.1,0.529,9.6
Thailand,2015,Developing,74.9,148,8,,0,99,154,33.6,9,99,,99,0.1,5814.863134,686576,7.7,7.7,0.738,13.6
Thailand,2014,Developing,74.6,152,8,6.41,789.0772949,99,0,32.4,10,99,4.12,99,0.1,5941.8471,68416772,7.8,7.8,0.737,13.6
Thailand,2013,Developing,74.5,153,9,6.5,788.6873403,99,2641,31.3,10,99,4,99,0.1,6171.262444,6814365,7.9,7.9,0.733,13.6
Thailand,2012,Developing,74.3,154,9,6.56,801.0504655,98,5197,3.1,11,99,4.17,99,0.1,5859.915622,67843979,8,8.1,0.729,13.7
Thailand,2011,Developing,74.1,155,10,6.07,748.4451054,98,3156,29,11,99,4.12,99,0.2,5491.159981,675313,8.1,8.2,0.72,13.3
Thailand,2010,Developing,73.9,158,10,5.95,71.6850913,98,2583,27.9,12,99,3.81,99,0.2,575.32176,672888,8.2,8.3,0.711,13.1
Thailand,2009,Developing,73.7,16,11,5.88,547.2101411,98,6071,26.8,12,99,4.11,99,0.3,4212.5492,66881867,8.3,8.5,0.706,13
Thailand,2008,Developing,73.5,162,11,5.92,609.9511632,98,7790,25.7,13,99,3.92,99,0.3,4378.68746,6654576,8.5,8.6,0.7,12.9
Thailand,2007,Developing,73.3,165,12,6.2,520.7639087,96,3893,24.6,14,98,3.56,98,0.4,3972.26475,66195615,8.6,8.8,0.687,12.3
Thailand,2006,Developing,73,168,13,6.18,433.9210918,96,3588,23.6,15,98,3.49,98,0.5,3368.952576,65824164,8.7,8.9,0.686,12.4
Thailand,2005,Developing,72.5,177,13,6.26,321.1953005,96,3526,22.6,15,98,3.55,98,0.5,2893.651356,6542547,8.9,9.1,0.682,12
Thailand,2004,Developing,71.6,189,14,6.17,301.3597791,96,4165,21.7,16,98,3.51,98,0.5,2659.83918,652231,9,9.2,0.674,11.9
Thailand,2003,Developing,71.7,189,15,6.14,282.8364612,96,4519,2.9,18,98,3.58,98,0.6,2358.93629,64554952,9.1,9.3,0.666,11.8
Thailand,2002,Developing,71.4,192,16,5.93,27.63810304,95,10315,2.2,19,97,3.7,96,0.7,296.54617,6473164,9.2,9.5,0.657,11.5
Thailand,2001,Developing,71.2,194,17,5.92,176.0625201,95,7319,19.4,20,97,3.32,96,0.8,1893.145377,63543322,9.3,9.6,0.649,11.2
Thailand,2000,Developing,71.1,194,18,5.88,0.27564826,95,4074,18.7,21,97,3.4,97,0.8,27.564826,6295821,9.4,9.7,0.64,10.9
Timor-Leste,2015,Developing,68.3,152,2,,0,76,43,17.4,2,75,,76,0.1,1161.76935,124977,1.9,11.1,0.603,12.5
Timor-Leste,2014,Developing,68,155,2,0.01,28.14578503,77,47,17,2,76,1.48,77,0.1,1153.51578,1212814,1.9,11.1,0.612,12.5
Timor-Leste,2013,Developing,67.7,158,2,0.01,3.379874844,82,4,16.6,2,82,1.29,82,0.1,117.765674,1184366,11.1,11.2,0.62,12.5
Timor-Leste,2012,Developing,67.4,159,2,0.01,30.17998548,83,16,16.2,2,83,1.1,83,0.1,1117.77724,115676,11.2,11.3,0.618,12.5
Timor-Leste,2011,Developing,67.2,161,2,0.5,2.726570602,67,763,15.8,3,66,0.76,67,0.1,114.56179,1131523,11.3,11.4,0.607,12.5
Timor-Leste,2010,Developing,66.9,163,2,0.1,38.58376645,72,50,15.5,3,72,0.92,72,0.1,849.8626972,119591,11.5,11.5,0.599,12.4
Timor-Leste,2009,Developing,66.6,165,2,0.09,36.199487,72,10,15.1,3,78,1.2,72,0.1,757.3114436,19221,11.6,11.6,0.599,12.1
Timor-Leste,2008,Developing,66.2,168,2,0.06,36.69198927,79,0,14.7,3,79,0.74,79,0.1,643.71911,17811,11.7,11.7,0.566,11.7
Timor-Leste,2007,Developing,65.8,173,2,0.05,11.75766897,,0,14.2,3,7,0.37,7,0.1,524.8959363,164973,11.8,11.8,0.541,11.3
Timor-Leste,2006,Developing,64.9,186,2,0.04,28.12560496,,90,13.9,3,62,0.65,63,0.1,441.53226,148621,11.9,11.9,0.511,11
Timor-Leste,2005,Developing,63.7,26,3,0.36,7.127144699,,203,13.5,3,55,1.5,55,0.1,478.331859,126484,12,11.9,0.492,10.6
Timor-Leste,2004,Developing,62.3,229,3,0.38,8.415788935,,41,13.2,3,57,1.31,57,0.1,467.5438297,996698,12,12,0.484,10.2
Timor-Leste,2003,Developing,61,25,3,0.44,46.3913277,,94,12.9,4,55,2.48,55,0.1,471.4565823,96852,12.1,12.1,0.485,9.8
Timor-Leste,2002,Developing,62,261,3,0.48,5.649123424,,0,12.6,4,38,3.89,54,0.1,48.61552,923825,12.1,12.1,0.475,9.8
Timor-Leste,2001,Developing,59.4,269,3,0.5,6.556583478,,0,12.3,4,,3.75,,0.1,56.4249869,892531,12.1,12.2,0.47,9.8
Timor-Leste,2000,Developing,58.7,276,3,0.5,49.06967155,,0,11.9,4,,3.26,,0.1,422.28633,87167,12.2,12.2,0,0
Turkey,2015,Developing,75.8,16,15,,0,97,342,66.1,18,97,,97,0.1,1979.52569,78271472,4.9,4.8,0.764,14.5
Turkey,2014,Developing,75.5,17,16,1.45,181.9083783,96,565,65.3,19,96,5.41,96,0.1,12127.22522,773628,4.9,4.7,0.759,14.5
Turkey,2013,Developing,75.2,19,17,1.41,188.1440348,97,7405,64.5,20,98,5.38,98,0.1,12542.93565,75787333,4.9,4.7,0.754,14.4
Turkey,2012,Developing,74.8,112,19,1.54,20.75120211,97,349,63.7,22,97,5.24,97,0.1,1172.3843,74569867,4.9,4.7,0.75,14.3
Turkey,2011,Developing,74.5,114,20,1.53,1275.877569,96,111,62.8,23,97,5.29,97,0.1,11341.13395,7349455,4.9,4.7,0.737,13.8
Turkey,2010,Developing,74.2,116,21,1.49,32.78235828,96,7,61.9,25,97,5.61,97,0.1,1672.5693,72326914,4.9,4.7,0.715,13
Turkey,2009,Developing,73.9,118,23,1.4,106.9482898,94,4,61.1,27,96,6.8,96,0.1,936.499911,71339185,4.9,4.8,0.709,12.5
Turkey,2008,Developing,73.5,121,25,1.39,22.67271848,92,0,6.2,29,96,6.7,96,0.1,185.68975,74432,5,4.8,0.705,12.5
Turkey,2007,Developing,73.2,124,26,1.26,115.5801103,96,3,59.3,31,96,6.4,96,0.1,979.49246,69597281,5,4.8,0.697,12.3
Turkey,2006,Developing,72.8,126,28,1.29,103.523776,82,34,58.5,34,9,5.81,9,0.1,834.869161,6876345,5,4.8,0.687,11.9
Turkey,2005,Developing,72.4,129,30,1.29,832.9552058,85,6200,57.6,36,9,5.45,9,0.1,7384.354661,679346,5,4.9,0.681,11.9
Turkey,2004,Developing,72,132,33,1.35,1.132766775,77,8927,56.8,39,85,5.37,85,0.1,64.72953,677855,5.1,4.9,0.675,12
Turkey,2003,Developing,71.6,135,35,1.42,459.1113061,68,5844,55.9,43,69,5.34,68,0.1,4718.51291,668583,5.1,5,0.668,11.9
Turkey,2002,Developing,71.2,138,38,1.47,35.55729,72,7823,55.1,46,78,5.36,78,0.1,366.57,6514354,5.2,5,0.658,11.5
Turkey,2001,Developing,78,14,41,1.49,256.4341746,77,30509,54.3,50,88,5.16,88,0.1,3119.63716,64191474,5.2,5.1,0.653,11.1
Turkey,2000,Developing,74,143,44,1.54,421.2956602,71,16244,53.5,54,85,4.95,85,0.1,4316.553895,6324121,5.3,5.2,0.641,10.7
Turkmenistan,2015,Developing,66.3,215,6,,0,99,0,48.6,7,99,,99,0.1,6432.668768,5565284,3.3,3.3,0.688,10.8
Turkmenistan,2014,Developing,66,217,7,2.9,691.1333535,97,0,47.7,8,98,2.7,98,0.1,7962.365824,5466241,3.3,3.3,0.683,10.8
Turkmenistan,2013,Developing,65.4,228,7,2.93,63.7481117,98,0,46.7,8,98,2.12,98,0.1,734.42525,5366277,3.2,3.3,0.678,10.7
Turkmenistan,2012,Developing,65.6,22,7,2.75,579.4128244,98,0,45.9,8,98,1.96,97,0.1,6675.262954,5267839,3.2,3.3,0.672,10.7
Turkmenistan,2011,Developing,65.6,217,7,2.55,490.4181326,97,0,45,8,97,1.98,97,0.1,5649.978486,517461,3.2,3.3,0.665,10.6
Turkmenistan,2010,Developing,65.8,211,7,2.48,385.325164,96,0,44.2,8,96,1.99,96,0.1,4439.23,58721,3.2,3.3,0,10.6
Turkmenistan,2009,Developing,65.6,215,6,2.35,37.88466056,97,0,43.4,8,97,1.88,96,0.1,436.459223,5795,3.2,3.3,0,10.5
Turkmenistan,2008,Developing,64.5,235,6,2.4,34.23979419,96,0,42.7,8,96,1.93,96,0.1,394.467675,4935762,3.2,3.3,0,10.5
Turkmenistan,2007,Developing,64.1,241,6,2.58,0.358651421,98,59,42,8,98,2.16,98,0.1,26.371428,487137,3.3,3.3,0,10.4
Turkmenistan,2006,Developing,63.7,245,6,2.71,29.27235366,98,48,41.3,8,98,2.9,98,0.1,2136.66815,48115,3.3,3.3,0,10.4
Turkmenistan,2005,Developing,63.3,248,6,2.85,2.19888585,99,0,4.7,8,99,3.51,99,0.1,174.51475,4754641,3.4,3.4,0,10.3
Turkmenistan,2004,Developing,63.5,238,6,2.86,186.1013972,96,1,4,8,98,4.3,97,0.1,1453.917166,473398,3.4,3.4,0,10.3
Turkmenistan,2003,Developing,63.4,231,7,2.88,179.6156482,97,1,39.4,8,66,3.85,83,0.1,1283.885977,4655741,3.5,3.4,0,10.3
Turkmenistan,2002,Developing,63.3,229,7,2.33,130.3784829,96,11,38.7,8,99,3.34,98,0.1,967.917468,4612,3.5,3.5,0,10.2
Turkmenistan,2001,Developing,64,221,7,2.35,106.180706,,9,38.1,9,94,3.87,95,0.1,774.4763388,45648,3.6,3.5,0,10.2
Turkmenistan,2000,Developing,63.8,224,7,2.9,88.2436347,,113,37.5,9,98,3.94,97,0.1,643.17518,4516131,3.6,3.6,0,0
United Arab Emirates,2015,Developing,77.1,75,1,,0,99,347,64.2,1,99,,99,0.1,3911.74689,,5.3,5.1,0.836,13.3
United Arab Emirates,2014,Developing,76.9,77,1,1.91,3862.68271,99,344,62.4,1,99,3.64,99,0.1,44449.7435,,5.2,5,0.832,13.3
United Arab Emirates,2013,Developing,76.7,78,1,1.82,377.2009132,98,0,6.5,1,98,3.49,98,0.1,4335.64268,,5.2,5,0.829,13.3
United Arab Emirates,2012,Developing,76.5,8,1,1.75,3663.764502,96,132,58.6,1,96,3.45,96,0.1,42112.23565,,5.1,5,0.826,13.3
United Arab Emirates,2011,Developing,76.3,81,1,1.73,387.774991,95,0,57.1,1,95,3.7,95,0.1,4462.3129,,5.1,4.9,0.824,13.3
United Arab Emirates,2010,Developing,76.2,82,1,1.69,308.0660742,94,87,55.8,1,94,3.93,94,0.1,3549.14832,,5.1,4.9,0.826,13.3
United Arab Emirates,2009,Developing,76,84,1,1.73,292.4022672,93,0,55.1,1,94,4.5,93,0.1,3372.57517,,5.1,4.9,0.831,13.2
United Arab Emirates,2008,Developing,75.8,85,1,1.86,4003.908598,92,55,54.8,1,94,2.93,92,0.1,45758.9554,,5.1,4.9,0.829,13.1
United Arab Emirates,2007,Developing,75.6,87,1,1.69,3759.457226,92,0,55.1,1,94,2.57,92,0.1,42672.61323,,5.1,4.9,0.826,12.9
United Arab Emirates,2006,Developing,75.4,89,1,1.74,3749.941617,92,0,55.8,1,94,2.33,92,0.1,42372.22166,,5.1,4.9,0.823,12.8
United Arab Emirates,2005,Developing,75.3,92,1,1.79,3427.320332,92,29,56.6,1,94,2.32,94,0.1,39439.8197,,5.1,4.9,0.818,12.6
United Arab Emirates,2004,Developing,75.1,95,1,1.77,2972.448675,92,22,57,1,94,2.46,94,0.1,36161.1761,,5.2,4.9,0.813,12.4
United Arab Emirates,2003,Developing,74.9,98,1,1.74,277.1818332,92,42,56.8,1,94,2.65,94,0.1,3323.52318,,5.2,5,0.808,12.3
United Arab Emirates,2002,Developing,74.7,11,1,1.72,2598.842827,92,53,56,1,94,2.72,94,0.1,31311.35936,,5.3,5,0.803,12.1
United Arab Emirates,2001,Developing,74.5,14,1,1.67,243.7539129,92,30,55,1,94,2.48,94,0.1,3161.52935,,5.3,5.1,0.798,12
United Arab Emirates,2000,Developing,74.2,17,1,1.64,262.9589578,92,69,54.1,1,94,2.38,94,0.1,3371.26869,,5.4,5.1,0.791,11.8
Uzbekistan,2015,Developing,69.4,184,15,,0,99,22,44.7,17,99,,99,0.1,2137.576852,312989,3,3.1,0.697,12.1
Uzbekistan,2014,Developing,69.2,184,16,0.01,0.442802404,99,8,43.9,18,99,5.84,99,0.1,25.448414,37577,3,3.1,0.69,12.1
Uzbekistan,2013,Developing,69.1,185,17,0.01,19.1624696,99,0,43,19,99,6.32,99,0.1,197.551233,32432,3,3.1,0.681,12
Uzbekistan,2012,Developing,68.8,184,18,0.01,16.71406295,99,0,42.2,21,99,6.49,99,0.1,174.468298,297745,3,3.1,0.673,12
Uzbekistan,2011,Developing,68.5,183,19,2.83,140.6905284,99,476,41.4,22,99,5.65,99,0.1,1564.966945,293394,3,3.1,0.664,12
Uzbekistan,2010,Developing,68.3,183,20,2.73,119.4571154,99,117,4.7,23,99,5.34,99,0.2,1377.8214,285624,3,3.1,0.657,11.9
Uzbekistan,2009,Developing,68,183,21,2.56,92.81479759,98,0,4,24,99,6.31,98,0.2,1213.265328,277674,3.1,3.1,0.651,11.8
Uzbekistan,2008,Developing,67.9,184,22,2.36,13.89021225,91,2,39.3,25,98,5.92,98,0.3,182.28625,27328,3.1,3.1,0.644,11.9
Uzbekistan,2007,Developing,67.8,184,22,2.15,9.290983645,99,863,38.7,26,98,5.81,96,0.3,83.476942,26868,3.1,3.1,0.631,11.8
Uzbekistan,2006,Developing,67.6,185,23,1.96,77.27092119,98,823,38.1,27,94,5.49,96,0.4,654.2838373,2648825,3.2,3.2,0.626,11.8
Uzbekistan,2005,Developing,67.3,192,24,1.78,40.13342094,99,737,37.5,28,99,5.11,99,0.3,546.776852,26167,3.2,3.2,0.62,11.7
Uzbekistan,2004,Developing,67.8,183,24,1.59,34.41887163,99,75,37,29,99,5.11,99,0.3,465.1198869,2586435,3.2,3.2,0.613,11.6
Uzbekistan,2003,Developing,67.2,183,25,1.54,28.52135777,99,85,36.4,30,99,5.17,98,0.3,396.129969,2556765,3.3,3.3,0.607,11.3
Uzbekistan,2002,Developing,67.1,186,27,1.47,24.99438738,62,25,35.9,32,99,5.44,99,0.2,383.3494997,2527185,3.3,3.3,0.6,11
Uzbekistan,2001,Developing,67.4,185,28,1.53,43.66385568,,22,35.3,34,99,5.28,99,0.2,456.734892,2496445,3.4,3.3,0.594,10.7
Uzbekistan,2000,Developing,67.1,189,30,1.6,48.50941741,,80,34.8,36,99,5.29,99,0.1,558.221144,24654,3.4,3.4,0,10.6
Viet Nam,2015,Developing,76,127,28,,0,97,256,17.5,35,97,,97,0.1,,,14.2,14.5,0.678,12.6
Viet Nam,2014,Developing,75.9,128,28,4.09,0,95,15033,16.7,35,96,7.7,95,0.1,,,14.3,14.7,0.675,12.5
Viet Nam,2013,Developing,75.7,129,28,4,0,59,1123,16,35,93,7.17,59,0.1,,,14.3,14.9,0.668,12.3
Viet Nam,2012,Developing,75.6,13,29,4.12,0,97,578,15.3,36,97,6.96,97,0.1,,,14.4,15,0.662,12.2
Viet Nam,2011,Developing,75.4,131,29,3.94,0,95,750,14.7,36,96,6.2,95,0.1,,,14.4,15.2,0.655,12
Viet Nam,2010,Developing,75.2,133,29,3.93,0,88,2809,14,35,94,6.36,93,0.1,,,14.5,15.4,0.647,11.9
Viet Nam,2009,Developing,75,134,29,3.86,0,94,6582,13.4,35,97,6.4,96,0.1,,,14.6,15.5,0.641,11.7
Viet Nam,2008,Developing,74.9,135,28,3.58,0,87,352,12.9,35,93,5.53,93,0.2,,,14.7,15.7,0.633,11.6
Viet Nam,2007,Developing,74.7,136,28,3.01,0,67,17,12.3,35,92,6.9,92,0.2,,,14.9,15.8,0.625,11.4
Viet Nam,2006,Developing,74.6,136,28,2.56,0,93,1978,11.8,35,94,5.56,94,0.2,,,15.1,15.9,0.618,11.3
Viet Nam,2005,Developing,74.4,136,29,2.7,0,94,410,11.3,36,94,5.38,95,0.2,,,15.3,16,0.609,11.1
Viet Nam,2004,Developing,74.2,136,29,2.86,0,94,217,1.9,36,96,5.9,96,0.2,,,15.4,16.1,0.601,11
Viet Nam,2003,Developing,74,137,30,2.19,0,78,2297,1.4,37,96,4.84,99,0.2,,,15.6,16.2,0.592,10.9
Viet Nam,2002,Developing,73.8,137,30,2.03,0,,6755,1,39,92,4.7,75,0.2,,,15.6,16.3,0.584,10.7
Viet Nam,2001,Developing,73.6,138,32,1.84,0,,12058,9.6,41,96,5.17,96,0.1,,,15.7,16.4,0.576,10.6
Viet Nam,2000,Developing,73.4,139,33,1.6,0,,16512,9.2,43,96,4.89,96,0.1,,,15.8,16.4,0.569,10.4
Yemen,2015,Developing,65.7,224,37,,0,69,468,41.3,47,63,,69,0.1,,,13.6,13.4,0.499,9
Yemen,2014,Developing,65.4,228,37,0.01,0,73,815,4.4,47,67,5.64,73,0.1,,,13.7,13.5,0.5,9
Yemen,2013,Developing,65.4,226,36,0.04,0,73,400,39.6,46,67,5.78,73,0.1,,,13.7,13.5,0.498,9
Yemen,2012,Developing,64.7,236,36,0.04,0,67,2177,38.7,46,68,5.73,67,0.1,,,13.7,13.6,0.494,9
Yemen,2011,Developing,64.6,234,35,0.04,0,69,2676,37.9,45,69,5.4,69,0.1,,,13.7,13.6,0.493,8.6
Yemen,2010,Developing,64.4,233,35,0.06,0,76,510,37.2,45,77,5.17,76,0.1,,,13.7,13.7,0.488,8.5
Yemen,2009,Developing,64.1,235,36,0.03,0,76,130,36.4,46,76,5.32,76,0.1,,,13.8,13.7,0.483,8.4
Yemen,2008,Developing,63.8,238,37,0.04,0,78,7,35.7,47,78,5.12,78,0.1,,,13.8,13.7,0.48,8.5
Yemen,2007,Developing,63.4,24,38,0.05,0,79,13,35.1,49,79,4.92,79,0.1,,,13.8,13.8,0.477,8.6
Yemen,2006,Developing,63,242,39,0.04,0,78,8079,34.5,51,78,4.82,78,0.1,,,13.9,13.8,0.475,8.7
Yemen,2005,Developing,62.6,245,40,0.04,0,8,6285,33.9,53,8,4.58,79,0.1,,,13.9,13.8,0.47,8.6
Yemen,2004,Developing,62.2,247,42,0.06,0,43,12708,33.3,56,72,4.9,72,0.1,,,13.9,13.9,0.464,8.4
Yemen,2003,Developing,61.9,249,43,0.04,0,38,8536,32.7,58,61,5,61,0.1,,,14,13.9,0.457,8.2
Yemen,2002,Developing,61.5,25,45,0.07,0,31,890,32.2,61,64,4.22,65,0.1,,,14,14,0.45,8
Yemen,2001,Developing,61.1,251,46,0.08,0,19,485,31.7,63,73,4.34,73,0.1,,,14,14,0.444,7.9
Yemen,2000,Developing,68,252,48,0.07,0,14,0,31.2,66,74,4.14,74,0.1,,,14.1,14.1,0.436,7.7
Lao People's Democratic Republic,2015,Developing,65.7,194,8,,0,89,56,21.7,11,89,,89,0.2,,,8.8,8.9,0.582,10.8
Lao People's Democratic Republic,2014,Developing,65.3,199,8,0.01,0,88,339,2.9,11,88,1.87,88,0.2,,,8.9,9,0.573,10.6
Lao People's Democratic Republic,2013,Developing,64.9,23,9,0.01,0,87,71,2.1,12,86,2,87,0.3,,,9,9.1,0.563,10.4
Lao People's Democratic Republic,2012,Developing,64.4,28,9,0.01,0,79,32,19.4,12,78,2.12,79,0.3,,,9.1,9.2,0.554,10.2
Lao People's Democratic Republic,2011,Developing,64,213,9,5.39,0,78,113,18.7,13,79,2.2,78,0.3,,,9.2,9.4,0.542,9.9
Lao People's Democratic Republic,2010,Developing,63.6,218,10,5.95,0,74,153,18,13,76,2.75,74,0.3,,,9.3,9.5,0.535,9.6
Lao People's Democratic Republic,2009,Developing,63.1,223,10,5.18,0,67,78,17.3,14,67,3.77,67,0.2,,,9.4,9.6,0.525,9.4
Lao People's Democratic Republic,2008,Developing,62.6,228,10,5.1,0,61,174,16.7,14,6,2.77,61,0.2,,,9.6,9.7,0.518,9.2
Lao People's Democratic Republic,2007,Developing,62.1,234,11,5,0,5,1678,16.1,15,46,4.14,5,0.2,,,9.7,9.8,0.509,9
Lao People's Democratic Republic,2006,Developing,61.5,24,11,3.69,0,57,58,15.5,15,56,4.14,57,0.2,,,9.9,9.9,0.503,9
Lao People's Democratic Republic,2005,Developing,61,246,11,3.68,0,49,295,14.9,16,5,4.32,49,0.2,,,1,1.1,0.494,8.7
Lao People's Democratic Republic,2004,Developing,64,252,12,3.53,0,45,1491,14.4,16,46,4.54,45,0.2,,,1.1,1.2,0.485,8.6
Lao People's Democratic Republic,2003,Developing,59.8,259,12,3.41,0,5,1810,13.8,17,52,4.91,49,0.1,,,1.2,1.3,0.477,8.3
Lao People's Democratic Republic,2002,Developing,59.3,265,13,3.33,0,,2070,13.3,18,55,4.4,53,0.1,,,1.3,1.4,0.468,8
Lao People's Democratic Republic,2001,Developing,58.7,271,13,3.13,0,,94,12.7,19,55,4.32,52,0.1,,,1.4,1.5,0.463,8
Lao People's Democratic Republic,2000,Developing,58.1,278,14,5.16,0,,332,12.3,20,57,3.41,51,0.1,,,1.5,1.5,0.459,8
